call_volume,datetime,tempmax,tempmin,temp,feelslike,precip,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,severerisk,conditions,description
60,2022-01-26,42.2,29.0,33.1,31.0,0.0,,0.0,0.0,13.2,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
61,2022-01-27,46.1,28.1,34.0,32.8,0.0,,0.0,0.0,14.3,9.2,9.2,,Partially cloudy,Clearing in the afternoon.
61,2022-01-28,47.0,25.1,33.7,31.7,0.0,,0.0,0.0,12.3,5.8,5.8,,Partially cloudy,Becoming cloudy in the afternoon.
59,2022-01-29,53.1,26.1,35.4,33.4,0.0,,0.0,0.0,11.9,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
59,2022-01-30,53.1,30.8,41.9,37.9,0.152,rain,0.0,0.0,25.1,17.2,17.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
53,2022-01-31,47.0,33.2,39.9,36.4,0.044,rain,0.0,0.0,19.2,11.4,11.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
56,2022-02-01,46.1,28.1,37.4,34.3,0.012,rain,0.0,0.0,15.9,6.9,6.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
45,2022-02-02,47.9,38.9,42.5,38.4,0.012,rain,0.0,0.0,10.1,11.4,11.4,,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
54,2022-02-03,53.1,33.2,41.3,38.6,0.0,,0.0,0.0,13.6,6.9,6.9,,Partially cloudy,Partly cloudy throughout the day.
61,2022-02-04,50.0,29.9,40.4,37.4,0.0,,0.0,0.0,12.3,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
49,2022-02-05,50.0,36.0,44.0,40.5,0.0,,0.0,0.0,17.4,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
57,2022-02-06,50.0,36.0,42.5,40.8,0.0,,0.0,0.0,13.2,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
57,2022-02-07,61.1,33.2,43.6,40.8,0.0,,0.0,0.0,14.8,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
64,2022-02-08,46.1,36.0,40.7,38.4,0.0,,0.0,0.0,14.1,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
48,2022-02-09,56.9,37.1,44.0,42.9,0.0,,0.0,0.0,18.3,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
60,2022-02-10,47.0,33.2,42.3,39.6,0.0,,0.0,0.0,16.1,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
52,2022-02-11,53.1,34.1,44.6,41.4,0.0,,0.0,0.0,15.9,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
53,2022-02-12,60.2,27.0,41.2,39.3,0.0,,0.0,0.0,13.2,12.8,12.8,,Clear,Clear conditions throughout the day.
56,2022-02-13,65.0,29.9,46.6,45.1,0.0,,0.0,0.0,13.0,16.1,16.1,,Partially cloudy,Partly cloudy throughout the day.
53,2022-02-14,50.0,38.9,45.6,41.1,0.206,rain,0.0,0.0,29.8,17.8,17.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
59,2022-02-15,48.8,38.0,43.6,41.7,0.0,,0.0,0.0,9.6,5.8,5.8,,Overcast,Cloudy skies throughout the day.
62,2022-02-16,53.1,39.8,46.7,44.9,0.0,,0.0,0.0,11.0,6.9,6.9,,Partially cloudy,Partly cloudy throughout the day.
65,2022-02-17,52.1,33.2,41.5,39.7,0.0,,0.0,0.0,11.9,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
57,2022-02-18,52.1,34.1,40.7,38.4,0.0,,0.0,0.0,16.8,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
53,2022-02-19,54.0,29.9,41.6,37.7,0.0,,0.0,0.0,18.1,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
52,2022-02-20,48.8,39.8,44.2,39.5,0.043,rain,0.0,0.0,21.0,19.7,19.7,,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
60,2022-02-21,45.0,35.1,39.1,33.7,0.075,"rain,snow",0.3,0.2,18.8,12.8,12.8,,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.
54,2022-02-22,42.2,27.0,36.1,29.4,0.038,"rain,snow",0.0,0.3,23.0,18.3,18.3,,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.
57,2022-02-26,53.1,28.1,40.5,38.8,0.06,rain,0.0,0.0,31.1,12.8,12.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
41,2022-02-27,59.0,45.0,52.3,50.9,0.087,rain,0.0,0.0,27.1,21.9,21.9,,"Rain, Overcast",Cloudy skies throughout the day with rain.
64,2022-02-28,60.2,53.1,57.0,57.0,0.481,rain,0.0,0.0,45.6,17.2,17.2,,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
59,2022-03-01,60.2,53.1,55.5,55.5,0.398,rain,0.0,0.0,22.4,11.4,11.4,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
66,2022-03-02,53.1,47.9,51.0,50.7,0.865,rain,0.0,0.0,14.5,11.4,11.4,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
54,2022-03-03,54.0,43.1,46.9,44.2,0.096,rain,0.0,0.0,22.8,15.0,15.0,,"Rain, Overcast",Cloudy skies throughout the day with rain.
63,2022-03-04,51.2,39.8,43.9,41.6,0.0,,0.0,0.0,20.6,13.9,13.9,,Overcast,Cloudy skies throughout the day.
53,2022-03-05,54.0,38.0,45.1,43.2,0.012,rain,0.0,0.0,18.3,10.3,10.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
48,2022-03-06,52.1,37.1,44.7,42.7,0.0,,0.0,0.0,17.7,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
61,2022-03-07,62.1,30.8,44.5,42.9,0.0,,0.0,0.0,14.1,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
63,2022-03-08,52.1,34.1,43.9,40.9,0.0,,0.0,0.0,16.8,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
55,2022-03-09,50.0,34.1,44.0,39.3,0.056,rain,0.0,0.0,19.9,16.1,16.1,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
70,2022-03-10,52.1,27.0,38.6,36.3,0.0,,0.0,0.0,12.8,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
62,2022-03-11,68.0,27.0,45.5,43.2,0.0,,0.0,0.0,10.7,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
63,2022-03-12,56.9,30.8,44.3,40.5,0.439,rain,0.0,0.0,52.8,18.3,18.3,,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.
53,2022-03-13,48.8,43.1,46.0,40.0,0.369,rain,0.0,0.0,33.1,20.8,20.8,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
60,2022-03-14,54.0,45.0,49.2,47.2,0.376,rain,0.0,0.0,20.1,9.2,9.2,,"Rain, Overcast",Cloudy skies throughout the day with rain.
55,2022-03-15,56.9,41.0,50.9,49.5,0.056,rain,0.0,0.0,27.5,18.3,18.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
63,2022-03-16,59.0,39.8,47.7,45.8,0.0,,0.0,0.0,11.9,6.9,6.9,,Partially cloudy,Partly cloudy throughout the day.
53,2022-03-17,56.0,38.0,47.1,45.6,0.0,,0.0,0.0,12.5,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
52,2022-03-18,61.1,47.0,52.7,51.5,0.0,,0.0,0.0,23.3,15.0,15.0,,Overcast,Cloudy skies throughout the day.
60,2022-03-19,55.1,38.0,48.0,46.1,0.212,rain,0.0,0.0,31.1,19.7,19.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
54,2022-03-20,51.2,34.1,42.6,39.3,0.012,rain,0.0,0.0,13.0,9.2,9.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
59,2022-03-21,53.1,43.1,47.7,45.7,0.134,rain,0.0,0.0,15.7,18.3,18.3,,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
62,2022-03-22,70.1,51.2,58.0,58.0,0.0,,0.0,0.0,14.3,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
51,2022-03-23,61.1,51.2,55.4,55.4,0.0,,0.0,0.0,16.6,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
54,2022-03-24,59.0,42.2,49.4,46.5,0.0,,0.0,0.0,13.4,13.9,13.9,,Overcast,Cloudy skies throughout the day.
61,2022-03-25,63.0,45.0,52.4,50.9,0.0,,0.0,0.0,13.2,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
54,2022-03-26,69.2,47.9,56.6,56.0,0.0,,0.0,0.0,12.8,9.2,9.2,,Overcast,Cloudy skies throughout the day.
58,2022-03-27,63.0,50.0,56.2,56.0,0.0,,0.0,0.0,16.8,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
55,2022-03-28,57.8,51.2,54.3,54.3,0.032,rain,0.0,0.0,22.1,9.2,9.2,,"Rain, Overcast",Cloudy skies throughout the day with rain.
56,2022-03-29,62.1,47.0,53.3,52.5,0.0,,0.0,0.0,15.9,17.2,17.2,,Overcast,Cloudy skies throughout the day.
61,2022-03-30,56.9,41.0,48.9,47.2,0.012,rain,0.0,0.0,18.8,11.4,11.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
68,2022-03-31,56.0,35.1,45.0,43.8,0.0,,0.0,0.0,13.4,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
51,2022-04-01,60.2,33.2,46.4,45.7,0.012,rain,0.0,0.0,18.6,10.3,10.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
53,2022-04-02,59.0,38.0,48.4,46.8,0.046,rain,0.0,0.0,13.9,9.2,9.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
60,2022-04-03,60.2,38.9,49.0,47.2,0.0,,0.0,0.0,26.4,19.7,19.7,,Partially cloudy,Partly cloudy throughout the day.
54,2022-04-04,54.0,43.1,49.0,45.0,0.813,rain,0.0,0.0,46.3,22.2,22.2,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
53,2022-04-05,56.9,36.0,45.9,43.3,0.036,rain,0.0,0.0,20.8,12.8,12.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
45,2022-04-06,64.1,33.2,47.3,46.0,0.0,,0.0,0.0,14.8,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
62,2022-04-07,73.1,37.1,55.3,55.0,0.0,,0.0,0.0,14.3,10.3,10.3,,Partially cloudy,Becoming cloudy in the afternoon.
67,2022-04-08,59.0,42.2,51.8,50.6,0.012,rain,0.0,0.0,25.7,19.7,19.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
51,2022-04-09,54.0,37.1,46.0,44.2,0.0,,0.0,0.0,26.4,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
63,2022-04-10,47.9,41.0,44.0,39.5,0.535,rain,0.0,0.0,22.1,15.0,15.0,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
54,2022-04-12,47.0,36.0,40.1,33.6,0.369,rain,0.2,0.2,29.8,16.1,16.1,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.
56,2022-04-13,53.1,34.1,42.0,36.9,0.433,"rain,snow",0.5,0.3,26.4,17.2,17.2,,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.
55,2022-04-14,47.9,35.1,41.2,37.3,0.115,rain,0.0,0.0,24.4,10.3,10.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
46,2022-04-15,55.1,29.9,42.1,39.4,0.0,,0.0,0.0,12.5,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
54,2022-04-17,54.0,32.0,43.9,42.4,0.0,,0.0,0.0,11.2,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
56,2022-04-18,57.8,43.1,47.5,44.2,0.212,rain,0.0,0.0,38.0,20.8,20.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
60,2022-04-19,54.0,41.0,45.3,42.5,0.41,rain,0.0,0.0,25.3,13.9,13.9,,"Rain, Overcast",Cloudy skies throughout the day with rain.
54,2022-04-20,52.1,38.9,46.5,43.3,0.716,rain,0.0,0.0,44.5,18.3,18.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
59,2022-04-21,57.8,42.2,49.1,46.5,0.016,rain,0.0,0.0,34.4,21.9,21.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
74,2022-04-22,60.2,41.0,49.6,49.2,0.031,rain,0.0,0.0,20.4,9.2,9.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
51,2022-04-23,65.9,36.0,50.5,49.4,0.0,,0.0,0.0,11.9,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
62,2022-04-24,71.1,38.9,53.9,52.8,0.0,,0.0,0.0,17.9,12.8,12.8,,Partially cloudy,Becoming cloudy in the afternoon.
62,2022-04-25,56.9,48.8,52.8,52.4,0.031,rain,0.0,0.0,20.8,8.1,8.1,,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
51,2022-04-26,57.8,41.0,49.2,47.8,0.0,,0.0,0.0,23.7,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
69,2022-04-27,56.9,41.0,49.3,48.9,0.0,,0.0,0.0,13.4,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
83,2022-04-28,57.8,43.1,49.8,48.9,0.0,,0.0,0.0,24.8,17.8,17.8,,Partially cloudy,Partly cloudy throughout the day.
53,2022-04-29,60.2,45.0,52.0,51.4,0.304,rain,0.0,0.0,20.6,11.4,11.4,,"Rain, Overcast",Cloudy skies throughout the day with rain.
61,2022-04-30,56.9,45.0,53.0,52.9,0.223,rain,0.0,0.0,25.9,13.9,13.9,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
58,2022-05-01,65.0,42.2,52.4,51.9,0.0,,0.0,0.0,17.0,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
55,2022-05-02,51.2,46.1,48.7,43.9,0.275,rain,0.0,0.0,32.2,22.2,22.2,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
64,2022-05-03,62.1,47.0,52.5,51.5,0.0,,0.0,0.0,17.9,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
58,2022-05-04,72.0,38.9,55.6,55.5,0.0,,0.0,0.0,13.4,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
72,2022-05-05,59.0,46.1,52.4,51.6,0.89,rain,0.0,0.0,43.6,20.4,20.4,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
64,2022-05-07,55.1,44.1,49.8,46.8,0.308,rain,0.0,0.0,37.4,18.3,18.3,,"Rain, Overcast",Cloudy skies throughout the day with rain.
57,2022-05-08,51.2,38.9,44.8,40.1,0.176,rain,0.0,0.0,21.3,16.1,16.1,,"Rain, Overcast",Cloudy skies throughout the day with rain.
67,2022-05-09,54.0,37.1,44.8,41.6,0.083,rain,0.0,0.0,29.8,17.2,17.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
68,2022-05-10,61.1,41.0,49.3,48.3,0.0,,0.0,0.0,20.4,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
61,2022-05-11,62.1,38.0,49.4,48.3,0.0,,0.0,0.0,22.8,17.2,17.2,,Partially cloudy,Partly cloudy throughout the day.
65,2022-05-12,52.1,46.1,48.3,45.1,0.457,rain,0.0,0.0,39.1,20.8,20.8,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
59,2022-05-13,56.0,38.0,48.1,47.3,0.413,rain,0.0,0.0,20.8,9.2,9.2,,"Rain, Overcast",Cloudy skies throughout the day with rain.
68,2022-05-14,69.2,55.1,59.7,59.7,0.329,rain,0.0,0.0,30.9,12.8,12.8,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
61,2022-05-15,71.1,50.0,61.5,61.5,0.0,,0.0,0.0,23.3,18.3,18.3,,Partially cloudy,Partly cloudy throughout the day.
51,2022-05-16,62.1,47.9,56.8,56.8,0.0,,0.0,0.0,19.2,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
68,2022-05-17,68.0,42.2,54.2,54.2,0.0,,0.0,0.0,14.3,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
53,2022-05-18,63.0,48.8,54.0,52.6,0.032,rain,0.0,0.0,23.3,13.9,13.9,,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
53,2022-05-19,56.9,42.2,50.5,49.5,0.059,rain,0.0,0.0,33.3,17.2,17.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
47,2022-05-20,61.1,33.2,48.2,47.9,0.0,,0.0,0.0,23.5,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
49,2022-05-21,70.1,36.0,54.0,53.7,0.0,,0.0,0.0,21.9,16.1,16.1,,Partially cloudy,Clearing in the afternoon.
52,2022-05-22,72.0,41.0,58.1,57.9,0.0,,0.0,0.0,16.3,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
51,2022-05-23,74.0,52.1,61.9,61.9,0.0,,0.0,0.0,17.0,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
63,2022-05-24,79.1,42.2,60.8,60.6,0.0,,0.0,0.0,14.3,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
67,2022-05-25,78.2,52.1,64.5,64.5,0.0,,0.0,0.0,14.3,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
71,2022-05-26,74.0,52.1,63.2,63.2,0.0,,0.0,0.0,18.6,15.0,15.0,,Partially cloudy,Partly cloudy throughout the day.
69,2022-05-27,65.0,55.1,59.1,59.1,0.0,,0.0,0.0,18.1,10.3,10.3,,Overcast,Cloudy skies throughout the day.
45,2022-05-29,57.8,48.8,52.8,51.9,0.176,rain,0.0,0.0,32.7,15.0,15.0,,"Rain, Overcast",Cloudy skies throughout the day with rain.
53,2022-05-30,65.0,47.0,54.8,54.4,0.0,,0.0,0.0,18.8,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
79,2022-05-31,74.0,43.1,57.7,57.6,0.0,,0.0,0.0,19.9,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
61,2022-06-01,79.1,51.2,63.7,63.7,0.0,,0.0,0.0,15.9,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
61,2022-06-02,79.1,50.0,64.1,64.0,0.0,,0.0,0.0,18.3,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
56,2022-06-03,65.9,55.1,59.1,59.1,0.134,rain,0.0,0.0,23.7,11.4,11.4,,"Rain, Overcast",Cloudy skies throughout the day with rain.
60,2022-06-04,66.8,55.1,58.8,58.8,0.608,rain,0.0,0.0,31.5,17.2,17.2,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
65,2022-06-05,70.1,56.9,62.2,62.2,0.185,rain,0.0,0.0,29.9,23.0,23.0,,"Rain, Overcast",Cloudy skies throughout the day with rain.
64,2022-06-06,65.9,51.2,59.0,59.0,0.063,rain,0.0,0.0,14.5,10.3,10.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
72,2022-06-07,71.1,46.1,57.4,57.0,0.0,,0.0,0.0,24.2,19.7,19.7,,Partially cloudy,Partly cloudy throughout the day.
66,2022-06-08,74.0,56.0,63.9,63.9,0.0,,0.0,0.0,14.5,9.2,9.2,,Overcast,Cloudy skies throughout the day.
56,2022-06-09,81.0,48.8,64.3,64.0,0.042,rain,0.0,0.0,29.8,15.0,15.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
61,2022-06-10,72.0,62.1,65.6,65.6,0.122,rain,0.0,0.0,24.8,12.8,12.8,,"Rain, Overcast",Cloudy skies throughout the day with rain.
68,2022-06-11,65.9,61.1,62.9,62.9,0.532,rain,0.0,0.0,22.8,11.4,11.4,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
68,2022-06-12,57.8,51.2,54.6,54.6,0.381,rain,0.0,0.0,23.5,13.9,13.9,,"Rain, Overcast",Cloudy skies throughout the day with rain.
54,2022-06-13,61.1,50.0,54.4,53.8,0.046,rain,0.0,0.0,21.0,16.1,16.1,,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.
58,2022-06-14,68.0,48.8,56.6,55.9,0.0,,0.0,0.0,14.3,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
61,2022-06-15,68.0,46.1,56.6,56.4,0.0,,0.0,0.0,17.4,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
67,2022-06-16,68.0,54.0,60.2,60.2,0.012,rain,0.0,0.0,17.0,11.4,11.4,,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
58,2022-06-17,62.1,51.2,55.3,55.3,0.255,rain,0.0,0.0,15.0,11.4,11.4,,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
53,2022-06-18,65.9,47.9,56.1,55.6,0.15,rain,0.0,0.0,19.2,9.2,9.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
66,2022-06-19,64.1,53.1,57.6,57.6,0.0,,0.0,0.0,13.6,11.4,11.4,,Overcast,Cloudy skies throughout the day.
63,2022-06-20,72.0,46.1,60.2,60.2,0.0,,0.0,0.0,21.5,16.1,16.1,,Partially cloudy,Partly cloudy throughout the day.
62,2022-06-21,80.1,50.0,65.4,65.4,0.0,,0.0,0.0,24.6,17.8,17.8,,Partially cloudy,Partly cloudy throughout the day.
63,2022-06-22,83.0,56.0,69.2,69.4,0.0,,0.0,0.0,22.1,18.3,18.3,,Clear,Clear conditions throughout the day.
59,2022-06-23,75.8,48.8,62.5,62.2,0.0,,0.0,0.0,23.3,19.4,19.4,,Clear,Partly cloudy throughout the day.
74,2022-06-24,80.1,47.0,64.3,63.9,0.0,,0.0,0.0,25.1,19.4,19.4,,Clear,Clear conditions throughout the day.
69,2022-06-25,92.0,51.2,72.5,72.0,0.0,,0.0,0.0,22.6,18.3,18.3,,Clear,Clear conditions throughout the day.
67,2022-06-26,95.0,53.1,75.5,75.5,0.0,,0.0,0.0,12.8,15.0,15.0,,Clear,Clear conditions throughout the day.
79,2022-06-27,92.9,56.9,72.5,71.6,0.0,,0.0,0.0,25.3,20.8,20.8,,Clear,Clear conditions throughout the day.
56,2022-06-28,74.9,54.0,63.9,63.9,0.0,,0.0,0.0,19.7,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
51,2022-06-29,75.8,53.1,62.6,62.6,0.0,,0.0,0.0,17.2,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
52,2022-06-30,80.1,48.8,63.6,63.6,0.0,,0.0,0.0,17.9,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
55,2022-07-01,78.2,52.1,64.2,64.2,0.0,,0.0,0.0,20.4,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
61,2022-07-02,74.0,51.6,62.0,62.0,0.0,,0.0,0.0,17.7,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
62,2022-07-03,72.0,56.0,62.4,62.4,0.0,,0.0,0.0,13.2,6.9,6.9,,Partially cloudy,Partly cloudy throughout the day.
66,2022-07-04,79.1,52.1,64.5,64.5,0.0,,0.0,0.0,12.3,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
59,2022-07-05,74.0,57.8,64.7,64.7,0.108,rain,0.0,0.0,15.4,9.2,9.2,,"Rain, Overcast",Cloudy skies throughout the day with rain.
70,2022-07-06,75.8,61.1,67.2,67.2,0.122,rain,0.0,0.0,14.1,13.9,13.9,,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
60,2022-07-07,77.0,59.0,66.2,66.2,0.0,,0.0,0.0,15.7,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
39,2022-07-08,82.1,53.1,66.4,66.4,0.0,,0.0,0.0,14.5,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
61,2022-07-09,83.0,55.1,68.5,68.6,0.0,,0.0,0.0,18.3,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
45,2022-07-10,83.0,48.8,67.3,67.1,0.0,,0.0,0.0,21.7,16.1,16.1,,Partially cloudy,Partly cloudy throughout the day.
54,2022-07-11,92.9,56.9,74.4,74.4,0.0,,0.0,0.0,28.0,20.8,20.8,,Partially cloudy,Partly cloudy throughout the day.
56,2022-07-12,95.0,61.1,77.9,77.3,0.0,,0.0,0.0,24.2,16.1,16.1,,Clear,Clear conditions throughout the day.
69,2022-07-13,82.1,53.1,67.5,67.2,0.0,,0.0,0.0,21.9,15.5,15.5,,Clear,Partly cloudy throughout the day.
61,2022-07-14,86.0,52.1,68.4,68.2,0.0,,0.0,0.0,20.8,15.0,15.0,,Clear,Clear conditions throughout the day.
64,2022-07-15,83.9,51.2,67.2,66.9,0.0,,0.0,0.0,19.7,12.8,12.8,,Clear,Clear conditions throughout the day.
58,2022-07-16,74.9,59.0,66.2,66.2,0.0,,0.0,0.0,17.7,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
53,2022-07-17,78.2,57.8,67.0,67.0,0.0,,0.0,0.0,28.9,16.1,16.1,,Partially cloudy,Clearing in the afternoon.
60,2022-07-18,82.1,51.2,66.2,66.1,0.0,,0.0,0.0,28.9,20.8,20.8,,Clear,Clear conditions throughout the day.
67,2022-07-19,91.1,53.1,72.0,71.6,0.0,,0.0,0.0,16.3,6.9,6.9,,Clear,Clear conditions throughout the day.
62,2022-07-20,95.0,57.8,75.2,74.9,0.0,,0.0,0.0,16.8,11.4,11.4,,Clear,Clear conditions throughout the day.
66,2022-07-21,83.9,57.8,67.4,67.5,0.0,,0.0,0.0,18.6,15.0,15.0,,Partially cloudy,Partly cloudy throughout the day.
58,2022-07-22,79.1,59.0,66.8,66.8,0.0,,0.0,0.0,19.0,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
64,2022-07-23,80.1,53.1,65.4,65.3,0.0,,0.0,0.0,21.5,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
64,2022-07-24,91.1,51.2,70.9,70.6,0.0,,0.0,0.0,24.6,18.3,18.3,,Clear,Clear conditions throughout the day.
62,2022-07-27,96.2,61.1,76.6,76.8,0.0,,0.0,0.0,19.2,12.8,12.8,,Partially cloudy,Becoming cloudy in the afternoon.
46,2022-07-31,96.2,65.0,78.1,78.2,0.0,,0.0,0.0,18.3,16.1,16.1,,Partially cloudy,Partly cloudy throughout the day.
61,2022-08-01,84.8,63.0,71.8,71.8,0.0,,0.0,0.0,18.1,15.0,15.0,,Partially cloudy,Partly cloudy throughout the day.
60,2022-08-02,92.9,56.9,73.5,73.1,0.0,,0.0,0.0,19.9,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
59,2022-08-03,87.2,60.2,72.2,71.7,0.0,,0.0,0.0,21.0,13.9,13.9,,Clear,Clear conditions throughout the day.
60,2022-08-04,82.1,47.9,65.7,65.6,0.0,,0.0,0.0,23.0,18.3,18.3,,Partially cloudy,Partly cloudy throughout the day.
64,2022-08-05,86.0,54.0,68.9,68.3,0.0,,0.0,0.0,19.9,12.8,12.8,,Clear,Clear conditions throughout the day.
