datetime,tempmax,tempmin,temp,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,solarradiation,solarenergy,uvindex,severerisk,conditions,description,source
2023-12-13,44.7,36.8,39.6,38.5,38,94.2,0,0,0,,0,0,13.2,5.3,5.3,1.9,0,329.7,1019.5,55.1,4.7,3,10,Overcast,Cloudy skies throughout the day.,obs
2023-12-14,49.8,38,43.1,41.5,40.8,91.9,0,0,0,,0,0,10.1,5.3,5.3,3,0,277,1021.2,50.8,4.4,2,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-12-15,44.3,38.7,42.1,40.8,39.8,91.8,0,0,0,,0,0,12.5,6.7,6.7,2.3,0,325.6,1023.5,22,1.9,1,10,Overcast,Cloudy skies throughout the day.,obs
2023-12-16,39.7,35.8,37.9,36.8,36.6,95.1,0,0,0,,0,0,12.3,5.3,5.3,1.5,0,328.3,1022.4,59.5,5.2,4,10,Overcast,Cloudy skies throughout the day.,obs
2023-12-17,38.9,34,36.6,34.7,35,94,0,0,0,,0,0,22.1,7.8,7.8,2.5,0,320.9,1019.1,16.8,1.4,1,10,Overcast,Cloudy skies throughout the day.,obs
2023-12-18,44.1,36.9,40.7,40.1,37.7,89.3,0.049,100,8.33,rain,0,0,24.6,4.3,4.3,1,0,309.7,1006.9,23,2.1,1,10,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,obs
2023-12-19,58.9,42.1,49.4,47.9,47,91.6,0.351,100,37.5,rain,0,0,36,12.5,12.5,4.7,0,135.4,1002.1,35.2,3.2,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-12-20,49.9,43.1,47.1,45.3,44.9,92.1,0,0,0,,0,0,10.3,9.2,9.2,4.1,0,305.7,1012.9,20,1.7,1,10,Overcast,Cloudy skies throughout the day.,obs
2023-12-21,47.7,44,45.6,44.4,43.9,93.7,0,0,0,,0,0,11,5.7,5.7,2.7,0,129.2,1017.7,28.9,2.5,1,10,Overcast,Cloudy skies throughout the day.,obs
2023-12-22,48,33.9,42.6,39.5,39.9,90.3,0.114,100,20.83,rain,0,0,23,9.5,9.5,5.2,0,117.8,1020.9,38.6,3.2,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,obs
2023-12-23,38,31.9,35.3,31.2,34,94.9,0,0,0,,0,0,14.5,10.3,10.3,5.4,0,342.6,1025.2,20.1,1.6,1,10,Overcast,Cloudy skies throughout the day.,obs
2023-12-24,46.9,34.1,40.4,36.6,37.1,87.8,0.022,100,8.33,rain,0,0,13.4,11.4,11.4,6,0.2,106.3,1021.6,28,2.3,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2023-12-25,53.8,44,50,48.3,46.6,88.1,0.295,100,50,rain,0,0,27.1,13.2,13.2,7.9,4.6,118,1018.5,16.4,1.3,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-12-26,52,46.1,49.9,48.7,47.4,91.4,0.061,100,25,rain,0,0,19.5,8.8,8.8,5,0.2,327.7,1017,32.3,2.9,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,obs
2023-12-27,56.7,37.5,48.3,47.1,43.5,84.1,0.091,100,25,rain,0,0,28.6,12,12,6.2,0,118.5,1009.7,41.8,3.5,2,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,obs
2023-12-28,51.9,42.9,47.6,46.1,44.1,87.4,0.022,100,12.5,rain,0,0,13.6,8.6,8.6,4,0,128.4,1017.3,20.9,1.7,1,10,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,obs
2023-12-29,51.2,42.6,46.7,45.8,44.6,92.3,0.108,100,37.5,rain,0,0,21.5,10.7,10.7,3.2,0,175,1009.6,28.3,2.4,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2023-12-30,53.1,39.1,47.9,46.7,45.7,92.2,0.119,100,37.5,rain,0,0,16.6,8.9,8.9,4.6,0,141.8,1016.2,30.3,2.8,2,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2023-12-31,42.9,39.9,41.1,39.8,39.8,95.1,0,0,0,,0,0,9.4,5.5,5.5,2.2,0,271.1,1021.7,20.1,1.8,1,10,Overcast,Cloudy skies throughout the day.,obs
2024-01-01,45.9,39.8,41.5,39.4,39.3,92.2,0,0,0,,0,0,10.5,6.9,6.9,3.5,0,15.5,1022.6,53.2,4.5,3,10,Overcast,Cloudy skies throughout the day.,obs
2024-01-02,43.1,38.9,40.8,38.5,39.2,94,0.142,100,25,rain,0,0,27.5,7.9,7.9,3.6,0,331.9,1014.1,16.8,1.4,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-01-03,51.1,37.2,44,41,41.6,91.5,0.031,100,16.67,rain,0,0,19.5,11.2,11.2,5.9,0.2,127.7,1018.7,31.8,2.7,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,obs
2024-01-04,52,37.9,46.8,43.7,43.4,88.1,0.147,100,41.67,rain,0,0,20.6,15.1,15.1,8.8,3.2,126.4,1023.9,38.5,3.5,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-01-05,48.8,33.2,40.8,35.6,36.9,86.7,0,0,0,,0,0,25.3,13.2,13.2,8.4,4.4,134.8,1027.9,73,6.1,3,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-01-06,44.8,38.9,41.4,36.7,37.7,86.8,0.745,100,87.5,rain,0,0,39.8,19.7,19.7,8,0.4,142.9,1015.2,37.6,3.3,3,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-01-07,47,37.9,41.1,35.8,37.4,86.7,0.049,100,50,rain,0,0,19,12.3,12.3,8.5,4.4,158.9,1020.8,53.1,4.6,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2024-01-08,48.7,39.8,44.3,38.2,40.4,86.2,0.145,100,41.67,rain,0,0,31.1,22.7,22.7,13.3,4.8,124.3,1020.3,27.3,2.2,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-01-09,49.9,38.9,43.7,36.6,39,83.6,0.949,100,91.67,rain,0,0,43.8,22.2,22.2,15.3,9,161.5,1014.9,38.2,3.3,3,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-01-10,44.5,36,39.6,34.3,35.3,84.6,0.292,100,70.83,rain,0.1,0,37.1,12.6,12.6,8.1,0,170.8,1011.9,48.9,4.3,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,obs
2024-01-11,46.1,35.2,40.6,34.9,37.1,87.3,0.135,100,58.33,rain,0.4,0,31.3,14.9,14.9,9.5,0.4,151.3,1018.4,47,4.1,3,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2024-01-12,46,35.7,43.1,38.6,40.4,90.1,0.388,100,83.33,rain,0,0,28,11.3,11.3,7.7,0.4,163.3,1018.7,14.6,1.2,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-01-13,33,20,25.4,13.5,22.9,90.3,1.006,100,75,"rain,snow",0.1,0.1,31.3,19,19,14.2,9.5,314.6,1009.3,12.4,1.1,1,10,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2024-01-14,26.8,19.9,23.2,16.3,20.9,90.6,0.052,100,12.5,snow,0,0.1,32.2,9.2,9.2,6.4,2.7,316,1022,13.4,1.1,1,10,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,obs
2024-01-15,28.4,20,24.7,15.7,20.6,84.2,0,0,0,,0,0,15.7,15.7,15.7,9.2,0.2,320.3,1026.3,23.4,2,1,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-01-16,31.9,18.9,24,18.7,20.2,85.3,0.324,100,41.67,"rain,snow",0,0,27.5,7.6,7.6,4.1,0,308.7,1016.3,18.3,1.6,1,10,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,obs
2024-01-17,47.3,29,41,37,39.8,95.8,0.28,100,83.33,"rain,snow",0,0,34.9,13.5,13.5,7.1,0,169.9,1007.6,19.8,1.5,1,10,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2024-01-18,48.5,35.1,41.1,37.4,40.9,99.1,0.116,100,75,"rain,snow",0,0,17.7,13.3,13.3,6.3,0,347.5,1016,11.3,1.1,0,10,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2024-01-19,40.8,33.2,36.2,31.9,34.3,93,0,0,0,,0,0,14.5,13,13,5.8,0,341.6,1012,34.8,3,2,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-01-20,44.6,33.2,36.2,33.6,34.4,93.1,0.011,100,33.33,"rain,snow",0,0,32,9.7,9.7,3.4,0,2,1002,28.4,2.4,3,10,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,obs
2024-01-21,53.8,38,47.6,46.7,46,94.3,0.05,100,66.67,rain,0,0,25.1,8.8,8.8,3.9,0,150,999.3,20.3,1.8,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-01-22,56,46.4,51.5,50.3,50.2,95.1,0.071,100,41.67,rain,0,0,22.4,13.9,13.9,6.9,0,161.3,1003.4,32.6,2.7,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-01-23,55.8,43.1,48.6,47.2,46.9,94.4,0.003,100,4.17,rain,0,0,17.7,10.3,10.3,4.5,0,181.4,1013.5,42.8,3.7,2,10,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
2024-01-24,55.9,43.1,50.2,48.6,48,92.5,0.421,100,50,rain,0,0,28.9,12.8,12.8,8.1,0,172.2,1011.1,43.7,3.7,3,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-01-25,55,44.9,48.5,46.2,46.2,91.7,0.174,100,29.17,rain,0,0,20.1,12.8,12.8,7.2,0.4,175.6,1020.3,46,4.1,3,10,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,obs
2024-01-26,53.8,44.1,49.4,49.1,48.2,95.5,0.035,100,70.83,rain,0,0,20.8,8.6,8.6,3.2,0,159.7,1019.8,15.3,1.3,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-01-27,62.8,52.1,57.3,57.3,55.3,93.3,0.21,100,58.33,rain,0,0,31.8,16.2,16.2,7.9,3.2,150.6,1020,27.9,2.5,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-01-28,67.8,51,58.5,58.5,55.1,89.3,0.157,100,25,rain,0,0,22.6,8.1,8.1,3.1,0,180.8,1019.9,80.5,7.1,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
2024-01-29,57.5,45.3,51.1,51.1,49.9,95.5,0,0,0,,0,0,11.6,8,8,1.3,0,332.8,1016.6,71.3,6.2,3,10,Overcast,Cloudy skies throughout the day.,obs
2024-01-30,59.9,51,53.3,53.3,51.5,93.7,0.012,100,8.33,rain,0,0,22.4,6.8,6.8,2.5,0,317.5,1009.8,47.3,4.1,3,10,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,obs
2024-01-31,58.9,51.2,53.9,53.9,49.9,86.3,0.072,100,29.17,rain,0,0,27.1,6,6,1.4,0,175.8,997.6,42.4,3.6,3,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-02-01,61,45.9,52,51.2,43.5,74,0,0,0,,0,0,32.9,11.3,11.3,5.6,0,172.6,999.2,103.8,9,5,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-02-02,53.9,38.9,47,45.3,40.3,78,0.011,100,4.17,rain,0,0,28,14.1,14.1,6.6,0.3,173.7,1007.3,85.4,7.5,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
2024-02-03,55.1,35.1,43.5,42.4,36.2,77,0,0,0,,0,0,11.6,5.5,5.5,2.4,0,228.9,1015.2,120.8,10.4,5,10,Partially cloudy,Clearing in the afternoon.,obs
2024-02-04,48.1,30.7,40,37.3,35.7,84.9,0.054,100,12.5,rain,0,0,24.2,14.7,14.7,5,0,357.2,1006,53.5,4.7,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
2024-02-05,48.8,43.1,45.4,43.1,43.1,91.9,0.467,100,79.17,rain,0,0,21,13.4,13.4,4.9,3.2,227.5,1001.1,26.3,2.3,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-02-06,52,40.9,45.9,44.5,41.2,83.9,0.019,100,4.17,rain,0,0,10.7,6.7,6.7,3.8,0,195.5,1008.9,97.5,8.3,5,10,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,obs
2024-02-07,48.8,43,44.9,42.9,40.4,84.4,0.024,100,16.67,rain,0,0,11.9,7.9,7.9,4,0,219.1,1007.4,46.3,3.9,2,10,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,obs
2024-02-08,51.9,38,44.4,41.8,38.2,79.7,0.012,100,12.5,rain,0,0,13.2,9.1,9.1,5.4,3.2,187.3,1017.4,88.1,7.5,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
2024-02-09,47,40.8,43.3,40.6,40,88,0.069,100,29.17,rain,0,0,12.5,8,8,4.8,0,128.6,1022.7,41.8,3.6,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,obs
2024-02-10,55.1,41,46.2,44.1,40.7,81.9,0,0,0,,0,0,7.8,9.9,9.9,4.2,0.2,85.3,1023.1,107.5,9.2,5,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-02-11,55.9,42.2,48.4,46.5,43.9,84.5,0.013,100,8.33,rain,0,0,25.1,14.8,14.8,8.1,0,143.2,1021.7,77,6.8,3,10,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,obs
2024-02-12,53.8,37.1,46.1,44,40.5,81.7,0,0,0,,0,0,14.1,9,9,4,0,137.5,1022.1,74,6.5,3,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-02-13,49.6,34,40.5,38.7,36.9,87.8,0,0,0,,0,0,8.9,9,9,3,0,339,1018,115.1,9.9,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-02-14,49.4,37.9,42.4,39.3,39.6,90,0.561,100,54.17,rain,0,0,29.5,16.5,16.5,6.9,0,99.2,1010.1,33.7,2.8,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-02-15,49.9,45.9,48,43.8,44.8,88.6,0.893,100,91.67,rain,0,0,31.3,18.4,18.4,9.9,4.4,116.8,1015,30.9,2.6,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-02-16,46.9,39.9,43.4,37.8,38.6,83.5,0.132,100,20.83,rain,0,0,23,14.4,14.4,10.2,5,323.7,1020.2,32.8,2.9,1,10,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,obs
2024-02-17,43.1,39,41.5,36.6,37.5,85.5,0.274,100,41.67,rain,0,0,22.6,11.2,11.2,7.9,0.6,319,1011.5,28.8,2.5,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-02-18,54.9,39.8,46.2,44.6,43.4,90.2,0.177,100,45.83,rain,0,0,15.2,13.8,13.8,5.6,0,312.6,1008.4,63.3,5.6,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-02-19,51.1,41.1,46.5,44.8,43.8,90.3,0.095,100,29.17,rain,0,0,20.8,11.1,11.1,4.7,0,311.7,1004.9,47,4,3,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-02-20,57.6,44.1,49.8,49.4,46.1,87.3,0.045,100,37.5,rain,0,0,30.2,9.7,9.7,2.9,0,135.7,1010.5,60.2,5.1,3,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-02-21,54.9,45,49.6,47.2,43.9,81.1,0.275,100,41.67,rain,0,0,24.2,14,14,9.8,0.3,140.3,1017.4,73.8,6.5,3,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-02-22,59,39.8,47.7,46.9,43.3,85.8,0,0,0,,0,0,15.4,8.8,8.8,3.7,0,293,1025.1,121.5,10.6,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-02-23,59.1,39.7,46.8,46,42,84.3,0.001,100,4.17,rain,0,0,16.1,9,9,3.7,0,312.2,1025.2,139.3,12,6,10,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
2024-02-24,56.1,35.7,43.8,42.8,40.1,87.6,0,0,0,,0,0,15.4,8,8,3.3,0,303,1021.6,137.3,11.8,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-02-25,56.7,37.2,46.3,44.3,42,85.7,0.005,100,8.33,rain,0,0,26.4,12.7,12.7,7,0.2,163.2,1016.2,120.5,10.4,6,10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
2024-02-26,47.9,37.8,42.8,38,37.3,81.2,0.385,100,58.33,rain,0.1,0,34.4,26.5,26.5,9,4.4,207.4,1015.7,108.4,9.3,6,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,obs
2024-02-27,47.9,35.9,42.5,36.9,36.9,80.8,0,0,0,rain,0.3,0,21.3,18,18,10.6,5.8,135.9,1021.5,88.4,7.7,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-02-28,53.8,46.9,49.9,47.2,41,71.8,0.169,100,41.67,rain,0,0,34,21.9,21.9,13.9,9.3,127.8,1011.3,53.1,4.4,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-02-29,51.1,35.2,41,34.2,37.3,86.6,1.226,100,95.83,"rain,snow",1.6,0,46.5,21.6,21.6,13.8,4.8,136.5,1002.9,50.8,4.6,4,10,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2024-03-01,46.8,34,39.9,32.9,35.1,83.5,0.548,100,62.5,"rain,snow",0.2,0,36.2,19.6,19.6,12.1,4.8,125.6,999.7,87,7.4,6,10,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2024-03-02,43.7,33.1,37.8,31.7,33.6,85.1,0.346,100,45.83,"rain,snow",1.2,0,25.1,17.3,17.3,9.5,0,133.7,1000.7,105.1,9.1,5,10,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2024-03-03,39.9,33.2,37.2,31.1,34.2,89.1,0.509,100,70.83,"rain,snow",0.4,0,32.4,16,16,8.9,0.2,133.8,1009.4,49.7,4.3,2,10,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,obs
2024-03-04,42.2,34,38.3,32.4,34.9,87.6,0.258,100,66.67,"rain,snow",1.4,0,25.9,15,15,8.5,4.8,116.9,1014.9,65.5,5.7,4,10,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,obs
2024-03-05,46.8,33,38.8,34.4,34.5,85.1,0,0,0,rain,0,0,13.9,13.5,13.5,6.6,0.2,304.8,1015.2,96.1,8.4,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-03-06,48.8,29,38.2,35.2,30.7,75.9,0,0,0,,0,0,18.3,12.6,12.6,5.2,0,316.1,1018.9,154.2,13.3,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-03-07,51.9,29,39,36.8,30.3,73.5,0,0,0,,0,0,11.4,5.8,5.8,3.1,0,117,1023.2,185.1,15.9,7,10,Clear,Clear conditions throughout the day.,obs
2024-03-08,61.9,30.7,43.5,41.1,35.4,75.3,0,0,0,,0,0,11.4,6.9,6.9,4.2,0,148.1,1020.5,182.4,15.9,7,10,Partially cloudy,Clearing in the afternoon.,obs
2024-03-09,51.9,39.8,47.3,43.3,38.5,72.8,0.074,100,29.17,rain,0,0,34.9,22.1,22.1,11.9,4.8,137.6,1012.8,133.8,11.8,7,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2024-03-10,51.9,41,47.1,42.4,39.7,76.8,0.366,100,62.5,rain,0,0,37.2,24,24,15.6,3.6,139.7,1009.8,110.4,9,5,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-03-11,49.8,43.9,46.4,42.1,41.9,84.6,0.392,100,54.17,rain,0,0,42.5,17.3,17.3,10,3.2,126.5,1010.6,50.4,4.4,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-03-12,52.6,42.9,46.9,42.5,40.7,79.3,0.215,100,45.83,rain,0,0,32,19.3,19.3,10.3,3.4,175.3,1017.3,127.7,10.9,5,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2024-03-13,53.9,38.9,45.3,43.5,38.6,78.9,0.011,100,4.17,rain,0,0,13.2,9,9,4.8,0,317.3,1029.6,148.5,12.8,8,10,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,obs
2024-03-14,60.2,33.1,45.6,44.4,37.9,76.1,0,0,0,,0,0,70.2,17,17,6.5,0,317.7,1028.3,195,16.9,7,10,Partially cloudy,Clearing in the afternoon.,obs
2024-03-15,69.2,35,50.9,50.5,38.9,66.2,0,0,0,,0,0,19.7,17,17,6.7,0,315.9,1018.8,211.5,18.4,7,10,Clear,Clear conditions throughout the day.,obs
2024-03-16,73.8,38.1,54.3,53.6,41.1,63.5,0,0,0,,0,0,14.5,8.3,8.3,3.9,0,12.9,1016.2,218.3,18.8,7,10,Clear,Clear conditions throughout the day.,obs
2024-03-17,69.3,37.6,52.3,50.9,41.8,69.6,0,0,0,,0,0,16.3,9.9,9.9,4.8,0,262.8,1021.4,213.3,18.4,7,10,Clear,Clear conditions throughout the day.,obs
2024-03-18,73,39,54.7,54.6,46.3,76.2,0,0,0,,0,0,11.4,5.8,5.8,2,0,305.9,1019.7,216.9,18.8,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-03-19,60,45,51.3,49.4,45.9,82.2,0,0,0,,0,0,34.4,17,17,10.2,5.8,174.1,1017.8,199.3,17.2,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-03-20,58.9,47.9,52.3,51.3,43.9,74.2,0,0,0,,0,0,20.4,14.8,14.8,6.2,0.2,169.9,1016.9,136.5,11.9,7,10,Overcast,Cloudy skies throughout the day.,obs
2024-03-21,65,47.9,54,53.6,45.9,76,0.012,100,8.33,rain,0,0,19.9,8.1,8.1,3.7,0.3,233.1,1017.7,159.1,13.6,7,10,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,obs
2024-03-22,56.9,45,51.5,50.6,47.2,85.8,0.07,100,45.83,rain,0,0,21.9,10.7,10.7,5.1,0.3,123.2,1009.8,75.8,6.6,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2024-03-23,52.1,44.8,47.6,44.9,43.3,85,0.235,100,41.67,rain,0,0,32.2,20.4,20.4,7.7,0.3,144,1001.9,87.5,7.6,3,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-03-24,56,44.1,48.5,46.9,43.8,84.2,0.042,100,12.5,rain,0,0,16.1,13.6,13.6,6.5,0,185.5,1010.6,86.8,7.4,3,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-03-25,53.8,44,48.2,45.7,44.1,85.9,0.057,100,20.83,rain,0,0,24.2,18.8,18.8,8.7,4.6,143.8,1014.5,89.8,7.7,4,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-03-26,56.7,43.2,49.9,48.3,43.1,78.7,0.014,100,16.67,rain,0,0,21.5,13.6,13.6,6.4,0.2,160.9,1017.9,180.2,15.6,7,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-03-27,55.8,44.1,49.2,45.8,44.2,83.2,0.56,100,70.83,rain,0,0,34.4,17.2,17.2,10.2,4.4,137.9,1010.1,78.8,6.6,5,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-03-28,49.8,42.3,45.8,39.8,40.3,81,0.313,100,70.83,rain,0,0,34.4,21.6,21.6,13.8,5.1,131.5,1010.4,110,9.4,6,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2024-03-29,60.2,38,48,45.9,40.2,75.7,0,0,0,,0,0,25.1,18.1,18.1,8.9,0,326.5,1009.4,191,16.6,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-03-30,65,41.9,52.2,49.8,39.5,63.5,0,0,0,,0,0,28,18.3,18.3,12.1,0.7,311.7,1009.8,243.4,21,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-03-31,62.1,35,48.7,48.3,39,71.3,0,0,0,,0,0,18.1,9.7,9.7,4.3,0,325.5,1014.2,230.2,19.9,8,10,Partially cloudy,Becoming cloudy in the afternoon.,obs
2024-04-01,69.9,38,53.1,52,42,69.1,0,0,0,,0,0,14.3,9,9,4.6,0.4,108.4,1021.7,246.6,21.2,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-04-02,77.9,43,57,56.2,44.9,68.2,0,0,0,,0,0,27.7,17.8,17.8,7,0,180.6,1023.6,248.8,21.4,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-04-03,51.8,42.3,46.8,45.2,41.5,82.2,0.528,100,66.67,rain,0,0,17.4,9.3,9.3,4.2,0,350.4,1021.3,111.3,9.6,4,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2024-04-04,47.8,37,41.6,38.9,37.5,85.6,0.257,100,66.67,rain,0.8,0,17.4,13.5,13.5,4.5,0,241,1011.5,147.2,12.9,7,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2024-04-05,53.7,33,43.2,39.5,35.7,77.1,0.002,100,8.33,rain,0,0,20.8,14.7,14.7,8,3.2,165.3,1012.9,207.9,18,8,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2024-04-06,51.9,40.8,46.6,43.4,40.7,80.4,0.052,100,12.5,rain,0,0,26.6,16.2,16.2,8.1,0.3,147.5,1022.2,97.8,8.4,3,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2024-04-07,55.8,43,49.1,47.7,41.7,76.9,0.038,100,20.83,rain,0,0,20.8,14.3,14.3,6.3,3.2,174.9,1025.2,193.6,16.9,8,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2024-04-08,60,42,50.7,50,41.7,73,0,0,0,,0,0,15,10.1,10.1,5.1,0,175.3,1024.9,187.4,16,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2024-04-09,63.7,46.1,54.2,53.6,46.1,75.1,0.022,100,8.33,rain,0,0,13.6,9.3,9.3,5.7,0.6,202.4,1025.9,184.4,16,7,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,obs
